ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf.length,leaflet.length,number.of.leaflets,country,province.state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note
470,1475682,1914,North America,island,other,Puerto Rico,,,1,18.917,5.441,14,Puerto Rico,,San Juan,18.380064,-66.059796,21.2513,Smithsonian,3-Dec-14,"Stevenson, J. A.",2392,,
471,1475682,1914,North America,island,other,Puerto Rico,,,2,11.927,5.11,10,Puerto Rico,,San Juan,18.380064,-66.059796,21.2513,Smithsonian,3-Dec-14,"Stevenson, J. A.",2392,,1 leaf down the flower
472,3191576,1991,North America,island,other,Mona I.,,,1,23.968,6.659,14,Puerto Rico,,Isla de Mona; Playa Sardinera; area circundante al museo.,18.08694,-67.893948,21.2513,Smithsonian,27-May-91,"Acevedo-Rodríguez, P.; Siaca, A.",4316,,
473,3191576,1991,North America,island,other,Mona I.,,,2,28.836,7.996,14,Puerto Rico,,Isla de Mona; Playa Sardinera; area circundante al museo.,18.08694,-67.893948,21.2513,Smithsonian,27-May-91,"Acevedo-Rodríguez, P.; Siaca, A.",4316,,1 leaf down the flower
474,9379,1911,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,1,29.295,8.822,15,Turks & Caicos Islands,,,21.4680118,-71.1398262,18.2528,HUH,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,
475,9379,1911,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,2,31.191,8.108,14,Turks & Caicos Islands,,,21.4680118,-71.1398262,18.2528,HUH,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,leaf at firs tnode
476,11793,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,1,26.252,7.303,16,Turks & Caicos Islands,,Northern tip of island near lighthouse,21.5118515,-71.1329985,18.2528,HUH,22-Feb,William T. Gillis,11793,Coordinates for lighthouse,leaf at third node
477,11861,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,1,24.663,6.532,14,Turks & Caicos Islands,,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,HUH,26-Feb,William T. Gillis,11861,Coordinates for hotel ,leaf at first node
478,11861,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,2,36.992,13.323,12,Turks & Caicos Islands,,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,HUH,26-Feb,William T. Gillis,11861,Coordinates for hotel ,
479,12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,1,34.9,8.673,20,Turks & Caicos Islands,,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",,Coordinates for Grand Turk Island,
480,12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,2,34.19,8.537,18,Turks & Caicos Islands,,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",,Coordinates for Grand Turk Island,
481,12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,3,38.374,8.86,20,Turks & Caicos Islands,,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",,Coordinates for Grand Turk Island,
482,09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,1,31.169,7.527,14,Turks & Caicos Islands,,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,,
483,09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,2,49.741,9.702,16,Turks & Caicos Islands,,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,,
484,09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,3,46.123,10.162,14,Turks & Caicos Islands,,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,,
485,278336,1896,North America,island,other,St. Croix Island,,,1,22.335,9.068,10,U.S. Virgin Islands,,Cotton Grove Field,17.732293,-64.636538,21.2518,Smithsonian,10 Jul 1896,"Ricksecker, A. E.",468,,
486,278336,1896,North America,island,other,St. Croix Island,,,2,23.792,7.476,12,U.S. Virgin Islands,,Cotton Grove Field,17.732293,-64.636538,21.2518,Smithsonian,10 Jul 1896,"Ricksecker, A. E.",468,,
487,425391,1897,North America,island,other,St. Croix Island,,,1,20.11,9.251,10,U.S. Virgin Islands,,Southside,17.700478,-64.784451,21.2551,Smithsonian,28 Apr 1897,"Ricksecker, Mrs. J. J.",347,,1 leaf down the flower
488,425391,1897,North America,island,other,St. Croix Island,,,2,22.943,8.912,12,U.S. Virgin Islands,,Southside,17.700478,-64.784451,21.2551,Smithsonian,28 Apr 1897,"Ricksecker, Mrs. J. J.",347,,
489,2685423,1969,North America,island,other,St. Croix Island,,,1,30.741,8.64,14,U.S. Virgin Islands,,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,,
490,2685423,1969,North America,island,other,St. Croix Island,,,2,24.688,6.061,15,U.S. Virgin Islands,,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,,
491,2685423,1969,North America,island,other,St. Croix Island,,,3,22.78,6.069,15,U.S. Virgin Islands,,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,,
492,3246309,1993,North America,island,other,St. Croix,,,1,27.35,7.909,14,U.S. Virgin Islands,,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,,
493,3246309,1993,North America,island,other,St. Croix,,,2,34.727,11.369,16,U.S. Virgin Islands,,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,,
494,3246309,1993,North America,island,other,St. Croix,,,3,36.754,9.817,16,U.S. Virgin Islands,,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,,
495,3557577,1981,North America,island,other,St. Thomas I.,,,1,28.307,8.019,14,U.S. Virgin Islands,,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,,
496,3557577,1981,North America,island,other,St. Thomas I.,,,2,22.366,7.174,14,U.S. Virgin Islands,,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,,
497,138,1865,North America,island,other,Hawaiian Islands ,,,1,84.396,19.637,16,United States,Hawaii,Hawaiian Islands (Sandwich Islands),NA,NA,18.2528,HUH,,Dr. Hillebrand ,138,,leaf at first node
498,415,,North America,island,other,Florida Keys,,,1,33.016,10.369,14,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,,
499,415,,North America,island,other,Florida Keys,,,2,29.933,10.174,14,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,,
500,415,,North America,island,other,Florida Keys,,,3,22.121,6.815,14,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,,
501,468,1896,North America,island,other,Virgin Islands,,,1,22.51,7.04,12,United States,,"Cotton grove field, St. Croix",17.729352,-64.7343705,18.2528,HUH,10-Jul,Alfred E. Ricksecker,468,,
502,468,1896,North America,island,other,Virgin Islands,,,2,23.992,7.059,12,United States,,"Cotton grove field, St. Croix",17.729352,-64.7343705,18.2528,HUH,10-Jul,Alfred E. Ricksecker,468,,leaf at first node
503,627,1851,North America,island,other,Hawaiian Islands ,,,1,41.179,14.677,15,United States,Hawaii,Hawaiian Islands (Sandwich Islands),NA,NA,18.2528,HUH,,M.J Remy,,,leaf at first node
504,697,1965,North America,island,other,Virgin Islands,,,1,47.507,13.598,13,United States,,"Tortola Island, plentiful in low sandy location ",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,,leaf at first node
505,697,1965,North America,island,other,Virgin Islands,,,2,40.904,11.518,14,United States,,"Tortola Island, plentiful in low sandy location ",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,,leaf at first node
506,697,1965,North America,island,other,Virgin Islands,,,3,36.028,11.944,12,United States,,"Tortola Island, plentiful in low sandy location ",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,,
507,1522,1902,North America,mainland,other,,,,1,26.048,9.65,11,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,,leaf at first node
508,1522,1902,North America,mainland,other,,,,2,34.151,13.839,12,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,,leaf at first node 
509,1522,1902,North America,mainland,other,,,,3,17.666,9.391,7,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,,
510,3900,1990,North America,mainland,other,,,,1,33.604,9.254,16,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,,,leaf at first node
511,3900,1990,North America,mainland,other,,,,2,26.597,7.373,15,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,,,leaf at first node
512,4716,,North America,island,other,Florida Keys ,,,1,51.286,17.656,16,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,,,4716,Coordinates for Jewfish Key,leaf at first node
513,4716,,North America,island,other,Florida Keys ,,,2,59.755,14.407,18,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,,,4716,Coordinates for Jewfish Key,
514,5654,1896,North America,island,other,Florida Keys ,,,1,39.934,10.266,14,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,,leaf at first node
515,5654,1896,North America,island,other,Florida Keys ,,,2,51.884,13.087,16,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,,
516,6600,1969,North America,island,other,,,,1,31.526,7.154,14,United States,Florida,"Under casuarina trees, Blind Pass Western Sanibel",26.4820844,-82.1813293,18.2528,HUH,28-Jan,W.C Brumbach,6600,,
517,10414,1936,North America,island,other,Hawaiian Islands,,,1,75.02,16.955,16,United States,Hawaii,"Lahilahi, the Island of Oʻahu, sand dunes",NA,NA,18.2528,HUH,23-Feb,"Otto Degener, M. Tahamoto, G. Shigewca",10414,"Unclear about location, is it Mauna Lahilahi trail, or there is also Lahilahi street/place etc",leaf at first node
518,14149,1881,North America,island,other,Ten thousand islands,,,1,24.488,10.01,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,,
519,14149,1881,North America,island,other,Ten thousand islands,,,2,36.168,12.707,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,,1 leaf down the flower
520,14149,1881,North America,island,other,Ten thousand islands,,,3,23.163,9.617,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,,
521,28603,1948,North America,mainland,other,,,,1,33.558,8.299,12,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,,Delzie Demaree,28603,,leaf at third node
522,28603,1948,North America,mainland,other,,,,2,36.066,8.996,14,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,,Delzie Demaree,28603,,
523,28603,1948,North America,mainland,other,,,,3,34.95,9,14,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,,Delzie Demaree,28603,,leaf at first node
524,44931,1955,North America,island,other,Florida Keys ,,,1,34.106,7.707,18,United States,Florida,Spanish Harbor Key Island Beach (beach unspecified),24.6519996,-81.307,18.2528,HUH,1-Apr,E.P Killip,44931,,
525,280665,1896,North America,island,other,Key West,,,1,36.621,10.528,16,United States,Florida,Southern United States. Waste places in Key West.,24.555791,-81.784124,21.2518,Smithsonian,9 May 1896,"Curtiss, A. H.",5654,,
526,431828,1902,North America,mainland,other,,,,1,30.586,11.963,11,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,,1 leaf down the flower
527,431828,1902,North America,mainland,other,,,,2,20.914,10.824,10,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,,1 leaf down the flower
528,431828,1902,North America,mainland,other,,,,3,24.381,11.37,12,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,,
529,773709,1872,North America,mainland,other,,,,1,42.459,9.754,16,United States,Florida,Pensacola.,30.449222,-87.193444,21.2426,Smithsonian,4 Jul 1872,"Mohr, C. T. (herbarium)",s.n.,,
530,965923,1917,North America,mainland,other,,,,1,69.814,21.031,15,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,,ex herb. Biltmore,4716,,
531,965923,1917,North America,mainland,other,,,,2,71.934,22.048,16,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,,ex herb. Biltmore,4716,,
532,965923,1917,North America,mainland,other,,,,3,43.837,15.942,12,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,,ex herb. Biltmore,4716,,
533,1567251,1930,North America,island,other,Key West,,,1,31.469,8.04,16,United States,Florida,"In dry sandy soil along roadside, Key West, Monroe Co., Fla.",24.555551,-81.782987,21.2513,Smithsonian,19-Mar-30,"Moldenke, H. N.",792,,
534,1991161,1949,North America,island,other,O`ahu,,,1,56.566,14.053,16,United States,Hawaii,"Kawaihapai, Oahu, near coast",21.570721,-158.182269,21.2513,Smithsonian,1-Jan-49,"Degener, O.; Clay, H. F.; Popenoe, J.",19360,,
535,1993665,1947,North America,island,other,O`ahu,,,1,38.829,10.466,18,United States,Hawaii,"Makaha Beach, Waianae District",21.476827,-158.22072,21.2513,Smithsonian,6-Apr-47,"Alexander, A. M.; Kellogg, L.",5299,,
536,2053670,1951,North America,island,other,Key West,,,1,51.949,11.508,18,United States,Florida,"The Florida Keys. Along Simonton St., toward South beach. Monroe Co.: Key West.",24.55406,-81.799527,21.2513,Smithsonian,17-Nov-51,"Killip, E. P.",41403,,
537,2112981,1955,North America,island,other,West summerland key,,,1,19.311,6.545,14,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,,
538,2112981,1955,North America,island,other,West summerland key,,,2,31.668,8.571,16,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,,1 leaf down the flower
539,2511417,1966,North America,mainland,other,,,,1,40.505,10.418,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,,
540,2511417,1966,North America,mainland,other,,,,2,24.351,7.536,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,,
541,2511417,1966,North America,mainland,other,,,,3,37.062,10.921,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,,
542,2749939,1972,North America,island,other,Sanibel & Captiva Islands,,,1,48.843,10.5,16,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,,
543,2749939,1972,North America,island,other,Sanibel & Captiva Islands,,,2,30.941,8.737,14,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,,
544,2875821,1959,North America,island,other,Kure Atoll,,,1,66.534,15.74,18,United States,Hawaii,,28.391878,-178.294272,21.2513,Smithsonian,3 Oct 1959 to 9 Oct 1959,"Clay, H. F.",s.n.,,
545,0-2177754,1964,North America,island,other,Florida Keys ,,,1,24.202,7.36,15,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,,,leaf at first node (no other option)
546,0-2177754,1964,North America,island,other,Florida Keys ,,,2,20.306,5.379,,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,,,can't confirm number of leaflets
547,0-2177756,1956,North America,mainland,other,,,,1,24.341,7.514,16,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,,
548,0-2177756,1956,North America,mainland,other,,,,2,21.657,6.479,16,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,,leaf at first node
549,0-2177756,1956,North America,mainland,other,,,,3,23.875,9.319,14,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,,
550,0-2177758,1877,North America,island,other,Florida Keys ,,,1,20.652,5.453,16,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,Jan,"Legit, A.P. Garber, M.D., Columbia, Penna.  ",,,
551,0-2177760,1972,North America,island,other,Captiva Islands ,,,1,36.23,7.725,,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",can't confirm number of leaflets
552,0-2177760,1972,North America,island,other,Captiva Islands ,,,2,38.098,9.36,16,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",leaf at first node 
553,0-2177761,1965,North America,mainland,other,,,,1,28.524,8.296,14,United States,Florida,In sand 8 miles S of Cocoa Beach ,28.328635,-80.6246245,18.2528,HUH,17-Apr,D. Burch,634,Coordinates for Cocoa Beach,leaf at first node
554,0-2177762,1964,North America,mainland,other,,,,1,37.823,8.888,15,United States,Florida,"Melbourne Beach, north side of the park area",28.0655625,-80.5601205,18.2528,HUH,7-Jun,O. Lakela,27207,,
555,0-2177763,1962,North America,mainland,other,,,,1,26.241,5.944,14,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,,
556,0-2177763,1962,North America,mainland,other,,,,2,35.58,7.975,14,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,,
557,0-2177764,1962,North America,mainland,other,,,,1,40.881,11.293,16,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,leaf at first node
558,0-2177764,1962,North America,mainland,other,,,,2,43.082,11.291,16,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,
559,0-2177771,1974,North America,mainland,other,,,,1,19.433,6.284,12,United States,Florida,Sandy soil of beach in Bricknell Hammock,25.7592863,-80.1941107,18.2528,HUH,28-Nov,Karen Vison,,,leaf at first node
560,09.30.30 218,1895,North America,island,other,Hawaiian Islands,,,1,50.854,13.652,16,United States,Hawaii,"Diamond Head, the Island of Oʻahu",21.2619826,-157.8059987,18.2528,HUH,28-Mar,A.A Heller,,,
561,09.19.56 116,1954,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),,,1,37.28,8.777,17,,,"Between Comissioner's house and airfield, Grand Turk Island",21.4680118,-71.1398262,18.2528,HUH,22-Apr,C.B Lewis,,"Coordinates for Grand Turk Island, could not find specified location",
562,2187650,1954,Oceania,mainland,other,,,,1,32.697,10.325,14,Australia,Queensland,"Sandhurst Bore, Millungera Station, Q'ld.",-19.655063,141.663491,21.2513,Smithsonian,Transcribed d/m/y: 5/8/54,"Speck, N. H.",4784,,
563,2739017,1973,Oceania,island,other,Lizard island,,,1,36.783,11.098,12,Australia,Queensland,"Lizard Island, (Great Barrier Reef). Along top of beach and beach ridge on NW side.",-14.65439,145.45184,21.2513,Smithsonian,26-Jun-73,"Fosberg, F. R.",54952,,1 leaf down the flower
564,2744026,1973,Oceania,island,other,Pipon Island,,,1,16.77,7.021,12,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,,
565,2744026,1973,Oceania,island,other,Pipon Island,,,2,24.394,7.448,14,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,,
566,2744179,1973,Oceania,island,other,Fife Island,,,1,21.141,6.979,14,Australia,Queensland,Cook District. Fife Island.,-13.654255,143.719129,21.2513,Smithsonian,28-Oct-73,"Stoddart, D. R.",4956a,,
567,2759964,1973,Oceania,island,other,Heron Island,,,1,43.124,11.259,14,Australia,Queensland,"Heron Island, Capricorn Group.",-23.442324,151.91505,21.2513,Smithsonian,30-Jun-73,"Fosberg, F. R.",55059,,
568,3182589,1960,Oceania,island,other,Hatutaa,,,1,53.626,12.09,16,French Polynesia,,steep slope above bay on SW end of island,-7.925742,-140.587406,21.2513,Smithsonian,23-Mar-60,"Decker, B. G.",316,,
569,3182590,1975,Oceania,island,other,Hiva Oa,,,1,29.754,8.223,14,French Polynesia,,"Hanamenu, site of old village",-9.769848,-139.14023,21.2513,Smithsonian,21-Feb-75,"Oliver, R. L.; Schäfer, P. A.",3198,,1 leaf down the flower
570,3182591,1964,Oceania,island,other,Ua Huka,,,1,40.057,10.168,14,French Polynesia,,Haavei Valley,-8.941308,-139.595205,21.2513,Smithsonian,22-Mar-64,"Decker, B. G.",1909,,
571,3182592,1975,Oceania,island,other,Hatutaa,,,1,21.513,6.357,16,French Polynesia,,Plateau centrale,-7.916683,-140.571603,21.2513,Smithsonian,21-Sep-75,"Thibault, J. -.",156,,
572,3219798,1988,Oceania,island,other,Hiva Oa,,,1,57.38,11.483,16,French Polynesia,,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,,
573,3219798,1988,Oceania,island,other,Hiva Oa,,,2,28.422,7.371,14,French Polynesia,,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,,
574,3219798,1988,Oceania,island,other,Hiva Oa,,,3,31.957,6.802,16,French Polynesia,,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,,
575,3454639,2003,Oceania,island,other,Ua Pou,,,1,49.168,13.641,14,French Polynesia,,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,,
576,3454639,2003,Oceania,island,other,Ua Pou,,,2,59.794,17.286,14,French Polynesia,,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,,
577,3457928,2003,Oceania,island,other,Ua Pou,,,1,42.549,13.286,16,French Polynesia,,Motu Oa: located on an offshore islet about 1/4 mile from the eastern side of Ua Pou. A seabird nesting site,-9.479648,-140.047202,21.2513,Smithsonian,21-Jul-03,"Dunn, L.; Wood, K. R.",273,,
578,3462912,2003,Oceania,island,other,Ua Pou,,,1,29.095,9.744,10,French Polynesia,,Anahoo bay and coastal cliffs above and between Hakahau,-9.350108,-140.052715,21.2513,Smithsonian,13-Jul-03,"Wood, K. R.",10281,,
579,14154,1873,Oceania,island,other,Kiritimati [Christmas] Atoll,,,1,15.083,3.811,16,Kiribati,,Christmas Islands.,1.873958,-157.427192,21.2518,Smithsonian,1873,"Street, -.",s.n.,,
580,2659485,1965,Oceania,island,other,Caroline Atoll,,,1,83.726,13.443,19,Kiribati,,The Central Pacific Islands. Caroline Atoll. Long Island.,-9.911974,-150.204527,21.2513,Smithsonian,17-Jun-65,"Long, C. R.",3245,,
581,2659491,1964,Oceania,island,other,McKean,,,1,25.386,7.534,16,Kiribati,,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,,1 leaf down the flower
582,2659491,1964,Oceania,island,other,McKean,,,2,27.752,7.286,18,Kiribati,,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,,
583,2659491,1964,Oceania,island,other,McKean,,,3,27.753,6.963,14,Kiribati,,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,,
584,2659492,1964,Oceania,island,other,McKean,,,1,16.322,5.518,14,Kiribati,,The Central Pacific Islands. McKean Island. Bottom half of the lagoon bowl on the north end of the island.,-3.594486,-174.12377,21.2513,Smithsonian,19-Oct-64,"Long, C. R.",2441,,
585,2659493,1964,Oceania,island,other,Starbuck,,,1,24.767,7.752,18,Kiribati,,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,,1 leaf down the flower
586,2659493,1964,Oceania,island,other,Starbuck,,,2,41.603,11.468,18,Kiribati,,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,,
587,2659493,1964,Oceania,island,other,Starbuck,,,3,27.085,8.965,18,Kiribati,,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,,
588,2659501,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,,,1,30.618,7.296,18,Kiribati,,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.39767,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,,
