ID,flower.no,petal_length,mainland_island,island_group,galapagos_island,galapagos_Other,finch_beak,year_collected,continent,country,province.state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
965923,1,21.723,mainland,,,,,1917,North America,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,,ex herb. Biltmore,4716,,NA
965923,2,22.778,mainland,,,,,1917,North America,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,,ex herb. Biltmore,4716,,NA
965923,3,22.885,mainland,,,,,1917,North America,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,,ex herb. Biltmore,4716,,NA
980651,3,19.362,mainland,,,,,1917,North America,United States,Florida,S. Florida. Southern.,26.577456,-81.07038,21.2513,Smithsonian,,ex herb. Chapman,s.n.,,NA
1380051,1,20.341,mainland,,,,,,North America,United States,Florida,S. Florida.,26.577456,-81.07038,21.2513,Smithsonian,,ex herb. A.W. Chapman,775,,NA
1567251,1,14.545,island,Key West,no,no,,1930,North America,United States,Florida,"In dry sandy soil along roadside, Key West, Monroe Co., Fla.",24.555551,-81.782987,21.2513,Smithsonian,19-Mar-30,"Moldenke, H. N.",792,,NA
2053670,1,19.086,island,Key west,,no,,1951,North America,United States,Florida,"The Florida Keys. Along Simonton St., toward South beach. Monroe Co.: Key West.",24.55406,-81.799527,21.2513,Smithsonian,17-Nov-51,"Killip, E. P.",41403,,NA
2112981,1,19.826,island,West summerland key,,no,,1955,North America,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,,NA
2112981,2,18.662,island,West summerland key,,no,,1955,North America,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,,NA
2112981,3,14.02,island,West summerland key,,no,,1955,North America,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,,NA
2511417,1,23.798,mainland,,,,,1966,North America,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,,NA
2511417,2,23.576,mainland,,,,,1966,North America,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,,NA
2749939,1,19.306,island,Sanibel & Captiva Islands,,no,,1972,North America,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,,NA
0-2177754,1,17.295,island,Florida Keys ,,no,,1964,North America,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,,,
0-2177754,2,12.322,island,Florida Keys ,,no,,1964,North America,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,,,
0-2177756,1,20.609,mainland,,,no,,1956,North America,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,,
0-2177756,2,16.622,mainland,,,no,,1956,North America,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,,
0-2177756,3,12.759,mainland,,,no,,1956,North America,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,,
0-2177758,1,9.985,island,Florida Keys ,,no,,1877,North America,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,Jan,"Legit, A.P. Garber, M.D., Columbia, Penna.  ",,,
0-2177760,1,16.172,island,Captiva Islands ,,no,,1972,North America,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",
0-2177760,2,17.8,island,Captiva Islands ,,no,,1972,North America,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",
0-2177761,1,23.987,mainland,,,,,1965,North America,United States,Florida,In sand 8 miles S of Cocoa Beach ,28.328635,-80.6246245,18.2528,HUH,17-Apr,D. Burch,634,Coordinates for Cocoa Beach,only flower (others in bud)
0-2177762,1,22.286,mainland,,,,,1964,North America,United States,Florida,"Melbourne Beach, north side of the park area",28.0655625,-80.5601205,18.2528,HUH,7-Jun,O. Lakela,27207,,only flower
0-2177763,1,21.271,mainland,,,,,1962,North America,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,,
0-2177763,2,20.846,mainland,,,,,1962,North America,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,,
0-2177764,1,21.224,mainland,,,,,1962,North America,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,
0-2177764,2,20.038,mainland,,,,,1962,North America,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,
0-2177771,1,13.514,mainland,,,,,1974,North America,United States,Florida,Sandy soil of beach in Bricknell Hammock,25.7592863,-80.1941107,18.2528,HUH,28-Nov,Karen Vison,,,
09.30.30 218,1,20.513,island,Hawaiian Islands,,no,,1895,North America,United States,Hawaii,"Diamond Head, the Island of Oʻahu",21.2619826,-157.8059987,18.2528,HUH,28-Mar,A.A Heller,,,only flower
2094590,1,17.755,island,,,no,,1948,Oceania,Australia,Northern Territory,"Arnhem Land Aboriginal Reserve. Hemple Bay, Groote Eylandt, in the Gulf of Carpentaria.",-13.064283,133.984394,21.2513,Smithsonian,28-Apr-48,"Specht, R. L.",293,,NA
2094745,1,17.532,island,,,no,,1948,Oceania,Australia,Northern Territory,"Arnhem Land Aboriginal Reserve. South Bay, Bickerton Island, in the Gulf of Carpentaria.",-13.064283,133.984394,21.2513,Smithsonian,9-Jun-48,"Specht, R. L.",502,,NA
2094959,1,13.178,mainland,,,,,1948,Oceania,Australia,Northern Territory,Arnhem Land Aboriginal Reserve. Yirrkala. On seaward edge of coastal dune.,-13.064283,133.984394,21.2513,Smithsonian,5-Aug-48,"Specht, R. L.",826,,NA
2187650,1,12.481,mainland,,,,,1954,Oceania,Australia,Queensland,"Sandhurst Bore, Millungera Station, Q'ld.",-19.655063,141.663491,21.2513,Smithsonian,Transcribed d/m/y: 5/8/54,"Speck, N. H.",4784,,NA
2187650,2,15.636,mainland,,,,,1954,Oceania,Australia,Queensland,"Sandhurst Bore, Millungera Station, Q'ld.",-19.655063,141.663491,21.2513,Smithsonian,Transcribed d/m/y: 5/8/54,"Speck, N. H.",4784,,NA
2739017,1,12.962,island,Lizard island,,no,,1973,Oceania,Australia,Queensland,"Lizard Island, (Great Barrier Reef). Along top of beach and beach ridge on NW side.",-14.65439,145.45184,21.2513,Smithsonian,26-Jun-73,"Fosberg, F. R.",54952,,NA
2744026,1,11.246,island,Pipon Island,,no,,1973,Oceania,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,,NA
2744026,2,11.058,island,Pipon Island,,no,,1973,Oceania,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,,NA
2744179,1,13.284,island,Fife Island,,no,,1973,Oceania,Australia,Queensland,Cook District. Fife Island.,-13.654255,143.719129,21.2513,Smithsonian,28-Oct-73,"Stoddart, D. R.",4956a,,NA
2759964,1,17.269,island,Heron Island,,no,,1973,Oceania,Australia,Queensland,"Heron Island, Capricorn Group.",-23.442324,151.91505,21.2513,Smithsonian,30-Jun-73,"Fosberg, F. R.",55059,,NA
3182589,1,26.117,island,Hatutaa,,no,,1960,Oceania,French Polynesia,,steep slope above bay on SW end of island,-7.925742,-140.587406,21.2513,Smithsonian,23-Mar-60,"Decker, B. G.",316,,NA
3182590,1,11.789,island,Hiva Oa,,no,,1975,Oceania,French Polynesia,,"Hanamenu, site of old village",-9.769848,-139.14023,21.2513,Smithsonian,21-Feb-75,"Oliver, R. L.; Schäfer, P. A.",3198,,NA
3182591,1,9.524,island,Ua Huka,,no,,1964,Oceania,French Polynesia,,Haavei Valley,-8.941308,-139.595205,21.2513,Smithsonian,22-Mar-64,"Decker, B. G.",1909,,NA
3182592,1,14.574,island,Hatutaa,,no,,1975,Oceania,French Polynesia,,Plateau centrale,-7.916683,-140.571603,21.2513,Smithsonian,21-Sep-75,"Thibault, J. -.",156,,NA
3219798,1,24.643,island,Hiva Oa,,no,,1988,Oceania,French Polynesia,,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,,NA
3219798,2,20.805,island,Hiva Oa,,no,,1988,Oceania,French Polynesia,,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,,NA
3219798,3,21.944,island,Hiva Oa,,no,,1988,Oceania,French Polynesia,,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,,NA
3454639,1,17.834,island,Ua Pou,,no,,2003,Oceania,French Polynesia,,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,,NA
3454639,2,17.65,island,Ua Pou,,no,,2003,Oceania,French Polynesia,,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,,NA
3457928,1,17.109,island,Ua Pou,,no,,2003,Oceania,French Polynesia,,Motu Oa: located on an offshore islet about 1/4 mile from the eastern side of Ua Pou. A seabird nesting site,-9.479648,-140.047202,21.2513,Smithsonian,21-Jul-03,"Dunn, L.; Wood, K. R.",273,,NA
3462912,1,12.615,island,Ua Pou,,no,,2003,Oceania,French Polynesia,,Anahoo bay and coastal cliffs above and between Hakahau,-9.350108,-140.052715,21.2513,Smithsonian,13-Jul-03,"Wood, K. R.",10281,,NA
2659485,1,14.739,island,Caroline Atoll,,no,,1965,Oceania,Kiribati,,The Central Pacific Islands. Caroline Atoll. Long Island.,-9.911974,-150.204527,21.2513,Smithsonian,17-Jun-65,"Long, C. R.",3245,,NA
2659491,1,8.777,island,McKean,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,,NA
2659491,2,10.457,island,McKean,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,,NA
2659491,3,8.809,island,McKean,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,,NA
2659492,1,8.595,island,McKean,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. McKean Island. Bottom half of the lagoon bowl on the north end of the island.,-3.594486,-174.12377,21.2513,Smithsonian,19-Oct-64,"Long, C. R.",2441,,NA
2659493,1,11.464,island,Starbuck,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,,NA
2659493,2,14.229,island,Starbuck,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,,NA
2659493,3,14.238,island,Starbuck,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,,NA
2659501,1,19.283,island,Kiritimati [Christmas] Atoll,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.397673,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,,NA
2659501,2,18.789,island,Kiritimati [Christmas] Atoll,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.397673,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,,NA
2659506,1,16.503,island,Kiritimati [Christmas] Atoll,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Christmas Island. Near turnoff into Carver's Way all along the road north to the airport.,1.988327,-157.355633,21.2513,Smithsonian,16-Jun-64,"Long, C. R.",1899,,NA
2659645,1,25.151,island,Starbuck,,no,,1965,Oceania,Kiribati,,"The Central Pacific Islands. Starbuck Island. On the north beach, 1.2 mi. east of the west peninsula.",-5.627946,-155.879536,21.2513,Smithsonian,21-Jun-65,"Long, C. R.",3297,,NA
2659647,1,10.698,island,Manra [Sydney] Island,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Sydney Island. On the south side.,-4.464358,-171.245849,21.2513,Smithsonian,24-Oct-64,"Long, C. R.; Woodward, P.",2574(Long),,NA
2659647,2,11.773,island,Manra [Sydney] Island,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Sydney Island. On the south side.,-4.464358,-171.245849,21.2513,Smithsonian,24-Oct-64,"Long, C. R.; Woodward, P.",2574(Long),,NA
2659648,1,12.588,island,Manra [Sydney] Island,,no,,1964,Oceania,Kiribati,,The Central Pacific Islands. Sydney Island. Northwest side of the lagoon.,-4.447252,-171.252309,21.2513,Smithsonian,24-Oct-64,"Long, C. R.",2537,,NA
2680374,1,13.891,island,Manra [Sydney] Island,,no,,1973,Oceania,Kiribati,,"Phoenix Islands. (Central Pacific). Sydney Island, north side of atoll near lagoon.",-4.443852,-171.242313,21.2513,Smithsonian,8-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54862,,NA
2680374,2,13.766,island,Manra [Sydney] Island,,no,,1973,Oceania,Kiribati,,"Phoenix Islands. (Central Pacific). Sydney Island, north side of atoll near lagoon.",-4.443852,-171.242313,21.2513,Smithsonian,8-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54862,,NA
2680449,1,13.665,island,Enderbury,,no,,1973,Oceania,Kiribati,,"Phoenix Islands. (Central Pacific). Enderbury I., South West corner of island.",-3.141397,-171.088291,21.2513,Smithsonian,1-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54750,,NA
2784981,1,10.399,island,Enderbury,,no,,1975,Oceania,Kiribati,,"Phoenix Islands. Enderbury Island. Southwest corner of island, near old colonist camp and red and white monument.",-3.141526,-171.08872,21.2513,Smithsonian,20-Mar-75,"Fosberg, F. R.",55709,,NA
2785004,1,12.097,island,McKean,,no,,1975,Oceania,Kiribati,,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,,NA
2785004,2,12.475,island,McKean,,no,,1975,Oceania,Kiribati,,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,,NA
2785004,3,11.841,island,McKean,,no,,1975,Oceania,Kiribati,,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,,NA
1969031,1,8.756,island,New Caledonia,,no,,1948,Oceania,New Caledonia,,"Lawn of cottages, I. F. O., Anse Vata beach, Noumea.",-22.299596,166.440988,21.2513,Smithsonian,23-Mar-48,"Buchholz, J. T.",1780,,NA
6469,1,20.606,island,Malay Archipelago,,no,,1936,Oceania,Papua New Guinea,,Coast between Oriomo and Fly Rivers,-9.0348157,143.1862999,18.2528,HUH,Apr,L.J Brass,6469,Coordinates for Oriomo river,
3480971,1,9.081,island,Yule,,no,,1962,Oceania,Papua New Guinea,Central,"New Guinea. C. 3 miles north-west of Kairuku, Yule Island, Kairuku Subdistrict, Central District, Terr. of Papua. Along roadside near airstrip.",-8.824437,146.527631,21.2513,Smithsonian,2-Aug-62,"Darbyshire, P. J.",766,,NA
2159102,1,13.944,island,Johnston Island,,no,,1953,Oceania,U.S. Administered Pacific Islands,,The Pacific. Johnston Island. Shore.,16.729048,-169.533636,21.2513,Smithsonian,12-Nov-53,"Walker, E. H.",7396,,NA
2659471,1,11.016,island,Jarvis island,,no,,1964,Oceania,U.S. Administered Pacific Islands,,The Central Pacific Islands. Jarvis Island. Interior of the island.,-0.373664,-159.997894,21.2513,Smithsonian,16-Nov-64,"Long, C. R.",2692,,NA
2659484,1,13.043,island,Baker island,,no,,1964,Oceania,U.S. Administered Pacific Islands,,The Central Pacific Islands. Baker Island. Northeast corner of the island.,0.195216,-176.478306,21.2513,Smithsonian,14-Oct-64,"Long, C. R.",2393,,NA
2659484,2,8.522,island,Baker island,,no,,1964,Oceania,U.S. Administered Pacific Islands,,The Central Pacific Islands. Baker Island. Northeast corner of the island.,0.195216,-176.478306,21.2513,Smithsonian,14-Oct-64,"Long, C. R.",2393,,NA
2659499,1,15.98,island,Howland,,no,,1964,Oceania,U.S. Administered Pacific Islands,,The Central Pacific Islands. Howland Island.,0.807651,-176.616607,21.2513,Smithsonian,11-Oct-64,"Long, C. R.",2347,,NA
2659499,2,16.118,island,Howland,,no,,1964,Oceania,U.S. Administered Pacific Islands,,The Central Pacific Islands. Howland Island.,0.807651,-176.616607,21.2513,Smithsonian,11-Oct-64,"Long, C. R.",2347,,NA
2973178,1,19.871,island,Midway Atoll,,no,,1980,Oceania,U.S. Administered Pacific Islands,,"Eastern Islet, Midway Is.",28.208846,-177.330874,21.2513,Smithsonian,30-Jun-80,"Herbst, D. R.; Takeuchi, W. N.",6414,,NA
2973178,2,18.636,island,Midway Atoll,,no,,1980,Oceania,U.S. Administered Pacific Islands,,"Eastern Islet, Midway Is.",28.208846,-177.330874,21.2513,Smithsonian,30-Jun-80,"Herbst, D. R.; Takeuchi, W. N.",6414,,NA
836014,1,18.681,island,O`ahu,,no,,1908,North America,United States,Hawaii,"Honolulu, by roadsides",21.30755,-157.848171,21.2501,Smithsonian,Jul,"Riggs, L.",s.n.,,NA
836014,2,18.028,island,O`ahu,,no,,1908,North America,United States,Hawaii,"Honolulu, by roadsides",21.30755,-157.848171,21.2501,Smithsonian,Jul,"Riggs, L.",s.n.,,NA
892043,1,12.493,island,O`ahu,,no,,1916,North America,United States,Hawaii,"Waikiki, Honolulu",21.279891,-157.829694,21.2526,Smithsonian,19-Jun-16,"Hitchcock, A. S.",13835,,NA
1605341,1,11.431,island,Maui,,no,,1932,North America,United States,Hawaii,Between Wailuku and Lahaina,20.883215,-156.58856,21.2513,Smithsonian,Aug 1932 to May 1933,"Yuncker, T. G.",3485,,NA
1605341,2,10.356,island,Maui,,no,,1932,North America,United States,Hawaii,Between Wailuku and Lahaina,20.883215,-156.58856,21.2513,Smithsonian,Aug 1932 to May 1933,"Yuncker, T. G.",3485,,NA
1605341,3,16.017,island,Maui,,no,,1932,North America,United States,Hawaii,Between Wailuku and Lahaina,20.883215,-156.58856,21.2513,Smithsonian,Aug 1932 to May 1933,"Yuncker, T. G.",3485,,NA
1605483,1,15.246,island,O`ahu,,no,,1933,North America,United States,Hawaii,Along beach above Waianae Village,21.473184,-158.216643,21.2513,Smithsonian,22-Aug-33,"Yuncker, T. G.",3611,,NA
1669215,1,19.403,island,Hawaiian Islands,,no,,1936,North America,United States,Hawaii,Lahilahi,21.460935,-158.212163,21.2513,Smithsonian,23-Feb-36,"Degener, O.; Takamoto, M.; Shigewea, G.",10414,,NA
1991161,1,18.878,island,O`ahu,,no,,1949,North America,United States,Hawaii,"Kawaihapai, Oahu, near coast",21.570721,-158.182269,21.2513,Smithsonian,1-Jan-49,"Degener, O.; Clay, H. F.; Popenoe, J.",19360,,NA
1993665,1,15.488,island,O`ahu,,no,,1947,North America,United States,Hawaii,"Makaha Beach, Waianae District",21.476827,-158.22072,21.2513,Smithsonian,6-Apr-47,"Alexander, A. M.; Kellogg, L.",5299,,NA
2659488,1,19.237,island,Laysan,,no,,1964,North America,United States,Hawaii,West side of Layson Island,25.770259,-171.738141,21.2513,Smithsonian,19-Sep-64,"Long, C. R.",2377,,NA
2659643,1,13.464,island,Pearl and Hermes Atoll,,no,,1964,North America,United States,Hawaii,"North Islet, on sand spit, east side",27.916318,-175.765359,21.2513,Smithsonian,17-Sep-64,"Long, C. R.",2305,,NA
2659643,2,15.339,island,Pearl and Hermes Atoll,,no,,1964,North America,United States,Hawaii,"North Islet, on sand spit, east side",27.916318,-175.765359,21.2513,Smithsonian,17-Sep-64,"Long, C. R.",2305,,NA
2659644,1,19.003,island,Pearl and Hermes Atoll,,no,,1964,North America,United States,Hawaii,North Islet,27.916318,-175.765359,21.2513,Smithsonian,20-Aug-64,"Young, A. L.",126,,NA
2875821,1,23.624,island,Kure Atoll,,no,,1959,North America,United States,Hawaii,,28.391878,-178.294272,21.2513,Smithsonian,3 Oct 1959 to 9 Oct 1959,"Clay, H. F.",s.n.,,NA
3414252,1,14.776,island,Maui,,no,,1909,North America,United States,Hawaii,Waikapu.,20.842284,-156.523216,21.2513,Smithsonian,26-Mar-09,"Lyon, H. L.",s.n.,,NA
3414252,2,15.753,island,Maui,,no,,1909,North America,United States,Hawaii,Waikapu.,20.842284,-156.523216,21.2513,Smithsonian,26-Mar-09,"Lyon, H. L.",s.n.,,NA
3414265,1,19.541,island,Lisianski,,no,,1966,North America,United States,Hawaii,"Lisianski, 300 yds from north shore",26.068155,-173.967197,21.2513,Smithsonian,16-Jun-66,"Shelton, P. C.",401,,NA
3414265,2,11.667,island,Lisianski,,no,,1966,North America,United States,Hawaii,"Lisianski, 300 yds from north shore",26.068155,-173.967197,21.2513,Smithsonian,16-Jun-66,"Shelton, P. C.",401,,NA
3414265,3,13.223,island,Lisianski,,no,,1966,North America,United States,Hawaii,"Lisianski, 300 yds from north shore",26.068155,-173.967197,21.2513,Smithsonian,16-Jun-66,"Shelton, P. C.",401,,NA
3414267,1,17.907,island,Hawaiian Islands,,no,,1981,North America,United States,Hawaii,"South Point, Ka`u.","19.210655, -155.523135",-155.523135,21.2513,Smithsonian,15-Jan-81,"Kunitake, N.",ESP 307,,NA
3414273,1,20.341,island,Laysan,,no,,1963,North America,United States,Hawaii,Laysan Island,25.768105,-171.734472,21.2513,Smithsonian,4-Dec-63,"Tsuda, R. T.",485,,NA
3568729,1,21.613,island,O`ahu,,no,,1950,North America,United States,Hawaii,Blow Hole.,21.282199,-157.677085,21.2513,Smithsonian,25-Jan-50,"Specht, R.",s.n.,,NA
3639341,1,15.164,island,Hawaiian Islands,,no,,1851,North America,United States,Hawaii,,19.619758,-155.497544,21.2513,Smithsonian,1851 to 1855 (--- 1851 to --- 1855),"Remy, M. J.",627,,NA
3639341,2,15.906,island,Hawaiian Islands,,no,,1851,North America,United States,Hawaii,,19.619758,-155.497544,21.2513,Smithsonian,1851 to 1855 (--- 1851 to --- 1855),"Remy, M. J.",627,,NA
1878571,1,7.976,mainland,,,,,1944,South America,Bolivia,Cochabamba,Above Arani.,-17.399289,-66.163191,21.2513,Smithsonian,Transcribed d/m/y: /2/44,"Cárdenas, M.",2375,,NA
1878571,2,9.103,mainland,,,,,1944,South America,Bolivia,Cochabamba,Above Arani.,-17.399289,-66.163191,21.2513,Smithsonian,Transcribed d/m/y: /2/44,"Cárdenas, M.",2375,,NA
1878571,3,6.609,mainland,,,,,1944,South America,Bolivia,Cochabamba,Above Arani.,-17.399289,-66.163191,21.2513,Smithsonian,Transcribed d/m/y: /2/44,"Cárdenas, M.",2375,,NA
533069,1,20.432,mainland,,,,,1898,South America,Colombia,,"Santa Marta, United States of Colombia.",11.24052,-74.194324,21.2518,Smithsonian,Jul 1898 to Jul 1901,"Smith, Herbert H.",573,,NA
533069,2,18.556,mainland,,,,,1898,South America,Colombia,,"Santa Marta, United States of Colombia.",11.24052,-74.194324,21.2518,Smithsonian,Jul 1898 to Jul 1901,"Smith, Herbert H.",573,,NA
600049,1,19.294,mainland,,,,,1906,South America,Colombia,Magdalena,"Around Rio Frio, between the Cienaga de Santa Marta and the foothills.",10.973278,-74.196576,21.2493,Smithsonian,22 Jun 1906 to 30 Jun 1906,"Pittier, H. F.",1614,,NA
1283254,1,24.377,mainland,,,,,1925,South America,Colombia,,Rio Frio: along r. r.,10.899923,-74.150554,21.2513,Smithsonian,Transcribed d/m/y: 3/1/25,"Walker, F.",1202,,NA
1283254,2,29.734,mainland,,,,,1925,South America,Colombia,,Rio Frio: along r. r.,10.899923,-74.150554,21.2513,Smithsonian,Transcribed d/m/y: 3/1/25,"Walker, F.",1202,,NA
1283307,1,17.681,mainland,,,,,1925,South America,Colombia,,Barranquilla; streets.,10.986843,-74.802912,21.2513,Smithsonian,,"Paul, B.",B-13,,NA
1283307,2,11.283,mainland,,,,,1925,South America,Colombia,,Barranquilla; streets.,10.986843,-74.802912,21.2513,Smithsonian,,"Paul, B.",B-13,,NA
1283307,3,9.976,mainland,,,,,1925,South America,Colombia,,Barranquilla; streets.,10.986843,-74.802912,21.2513,Smithsonian,,"Paul, B.",B-13,,NA
1341762,1,17.479,mainland,,,,,1927,South America,Colombia,,Barranquilla.,10.986843,-74.802912,21.2513,Smithsonian,Jun,"Elias, Bro.",208,,NA
1341762,2,19.764,mainland,,,,,1927,South America,Colombia,,Barranquilla.,10.986843,-74.802912,21.2513,Smithsonian,Jun,"Elias, Bro.",208,,NA
1341762,3,13.845,mainland,,,,,1927,South America,Colombia,,Barranquilla.,10.986843,-74.802912,21.2513,Smithsonian,Jun,"Elias, Bro.",208,,NA
1422725,1,18.765,mainland,,,,,1928,South America,Colombia,,Barranquilla and vicinity.,10.986843,-74.802912,21.2513,Smithsonian,Sep,"Elias, Bro.",559,,NA
1422725,2,14.562,mainland,,,,,1928,South America,Colombia,,Barranquilla and vicinity.,10.986843,-74.802912,21.2513,Smithsonian,Sep,"Elias, Bro.",559,,NA
1423266,1,14.392,mainland,,,,,1916,South America,Colombia,,Canta Martin. [interpreted],4.165698,-73.026201,21.2513,Smithsonian,Sep,"Dawe, M. T.",484,,NA
1423266,2,14.993,mainland,,,,,1916,South America,Colombia,,Canta Martin. [interpreted],4.165698,-73.026201,21.2513,Smithsonian,Sep,"Dawe, M. T.",484,,NA
1423266,3,14.484,mainland,,,,,1916,South America,Colombia,,Canta Martin. [interpreted],4.165698,-73.026201,21.2513,Smithsonian,Sep,"Dawe, M. T.",484,,NA
1423285,1,20.841,mainland,,,,,1966,South America,Colombia,La Guajira,Goajira.,6.012782,-74.361076,21.2513,Smithsonian,,M. D.,510,,NA
1423285,2,16.789,mainland,,,,,1966,South America,Colombia,La Guajira,Goajira.,6.012782,-74.361076,21.2513,Smithsonian,,M. D.,510,,NA
