ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaf_length_log,leaf_length_sqr
100,09.17.31 90,1860,North America,island,other,NA,NA,NA,3,36.115,15,Cuba,NA,NA,21.5152501,-79.5630001,18.2528,HUH,NA,C. Wright,NA,Coordinates for cuba as a whole due to no specific location or area on island,"leaf at first node- only one available, no other leaves",3.586708292,6.009575692
101,22,1921,North America,island,other,Greater Antilles,NA,NA,1,19.597,15,Dominican Republic,San Cristóbal,Haina,18.4135494,-70.032562,18.2528,HUH,23-Mar,James A. Faris,22,NA,NA,2.975376493,4.426849896
102,204,1970,North America,island,other,Greater Antilles ,NA,NA,1,42.009,18,Dominican Republic,Pedernales ,On roadside or in temporary catch basin,17.95,-71.583333,18.2528,HUH,17-Jan,J. Terborgh,204,Provided with DDM coordinates,"leaf segmented from stem, but can see attachment point",3.737883881,6.481435026
103,3902,1913,North America,island,other,Greater Antilles,NA,NA,1,36.227,16,Dominican Republic,Azua,Santo Domingo,18.4800424,-69.94688,18.2528,HUH,Mar,"J.N Rose, WM. R Fitch, Paul G. Russel",3902,NA,NA,3.589804697,6.01888694
104,8414,1946,North America,island,other,Greater Antilles,NA,NA,1,25.783,14,Dominican Republic,Barahona,Common of gardens and lawns (city of Barahona),18.2101516,-71.1032312,18.2528,HUH,17-Aug,"R.A Howard, E.S Howard",8414,NA,NA,3.24971536,5.077696328
105,8414,1946,North America,island,other,Greater Antilles,NA,NA,2,25.128,14,Dominican Republic,Barahona,Common of gardens and lawns (city of Barahona),18.2101516,-71.1032312,18.2528,HUH,17-Aug,"R.A Howard, E.S Howard",8414,NA,NA,3.223982762,5.012783658
106,8414,1946,North America,island,other,Greater Antilles,NA,NA,3,26.178,15,Dominican Republic,Barahona,Common of gardens and lawns (city of Barahona),18.2101516,-71.1032312,18.2528,HUH,17-Aug,"R.A Howard, E.S Howard",8414,NA,NA,3.264919363,5.116444078
107,9565,1946,North America,island,other,Greater Antilles ,NA,NA,1,32.82,16,Dominican Republic,Monte Cristi,"In thorn shrub area, near Yaque Del Norte River S of Monte Cristi",19.8452355,-71.6446352,18.2528,HUH,23-Oct,"R.A Howard, E.S Howard",9565,Monte Cristi capital,NA,3.491038086,5.728874235
108,760038,1913,North America,island,other,Hispaniola,NA,NA,1,24.393,16,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA,3.194296206,4.938927009
109,760038,1913,North America,island,other,Hispaniola,NA,NA,2,13.858,8,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA,2.628862683,3.722633476
110,760038,1913,North America,island,other,Hispaniola,NA,NA,3,38.856,18,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA,3.659862505,6.233458109
111,1078125,1921,North America,island,other,Hispaniola,NA,NA,1,29.382,16,Dominican Republic,San Cristóbal,Haina.,18.417865,-70.032734,21.2513,Smithsonian,23-Mar-21,"Faris, J. A.",22,NA,NA,3.380382242,5.420516581
112,1078844,1921,North America,island,other,Hispaniola,NA,NA,1,46.291,16,Dominican Republic,Montecristi,Guayubín.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA,3.834947558,6.803748967
113,1078844,1921,North America,island,other,Hispaniola,NA,NA,2,41.325,16,Dominican Republic,Montecristi,Guayubín.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA,3.721467644,6.42845238
114,1078844,1921,North America,island,other,Hispaniola,NA,NA,3,37.769,16,Dominican Republic,Montecristi,Guayubín.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA,3.63148866,6.145648867
115,1079494,1922,North America,island,other,Hispaniola,NA,NA,1,16.325,14,Dominican Republic,NA,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA,2.792697675,4.04042077
116,1079494,1922,North America,island,other,Hispaniola,NA,NA,2,19.776,16,Dominican Republic,NA,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA,2.984469081,4.447021475
117,1079494,1922,North America,island,other,Hispaniola,NA,NA,3,24.428,16,Dominican Republic,NA,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA,3.195730015,4.942469019
118,1478789,1931,North America,island,other,Hispaniola,NA,NA,1,28.126,16,Dominican Republic,Montecristi,Monte Cristy. Distr. of Monte Cristy.,19.847495,-71.64249,21.2513,Smithsonian,20-Mar-31,"Valeur, E. J.",621,NA,NA,3.336694415,5.303395139
119,1479819,1930,North America,island,other,Hispaniola,NA,NA,1,44.343,16,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA,3.791954861,6.659053987
120,1479819,1930,North America,island,other,Hispaniola,NA,NA,2,36.169,14,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA,3.588202398,6.014066844
121,1479819,1930,North America,island,other,Hispaniola,NA,NA,3,34.002,8,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA,3.526419346,5.831123391
122,2111030,1946,North America,island,other,Hispaniola,NA,NA,1,29.486,16,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA,3.383915574,5.430101288
123,2111030,1946,North America,island,other,Hispaniola,NA,NA,2,35.325,14,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA,3.564590929,5.943483827
124,2111030,1946,North America,island,other,Hispaniola,NA,NA,3,28.063,16,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA,3.334451983,5.297452218
125,1256,1963,North America,mainland,NA,NA,NA,NA,1,40.472,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,leaf at first node,3.700610377,6.361760763
126,1256,1963,North America,mainland,NA,NA,NA,NA,2,36.237,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA,3.590080696,6.019717601
127,1256,1963,North America,mainland,NA,NA,NA,NA,3,38.337,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA,3.646415487,6.191687977
128,25870,1963,North America,mainland,NA,NA,NA,NA,1,35.186,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,NA,NA,NA,3.560648276,5.931778823
129,25870,1963,North America,mainland,NA,NA,NA,NA,2,37.685,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,NA,NA,leaf at first node,3.629262137,6.13881096
130,655092,1895,North America,island,other,Marie Galante,NA,NA,1,14.553,8,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,Apr 1895,"Duss, Père A.",3645,NA,NA,2.677797158,3.814839446
131,846898,1895,North America,island,other,Marie Galante,NA,NA,1,33.834,14,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,1895,"Duss, Père A.",3645,NA,NA,3.521466214,5.816700095
132,846898,1895,North America,island,other,Marie Galante,NA,NA,2,18.631,11,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,1895,"Duss, Père A.",3645,NA,NA,2.92482686,4.316364211
133,1557881,1935,North America,island,other,Marie Galante,NA,NA,1,35.501,12,Guadeloupe,NA,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,NA,NA,3.569560865,5.958271561
134,1557881,1935,North America,island,other,Marie Galante,NA,NA,2,40.71,12,Guadeloupe,NA,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,NA,NA,3.706473763,6.380438856
135,1781684,1939,North America,island,other,Marie Galante,NA,NA,1,24.003,12,Guadeloupe,NA,NA,15.923992,-61.257225,21.2513,Smithsonian,9-Dec-39,"Questel, A.",1462,NA,NA,3.178178823,4.899285662
136,225,1905,North America,mainland,NA,NA,NA,NA,1,15.477,13,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,leaf at first node,2.739355051,3.93408185
137,225,1905,North America,mainland,NA,NA,NA,NA,2,17.062,12,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,NA,2.836853768,4.130617387
138,225,1905,North America,mainland,NA,NA,NA,NA,3,16.42,14,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,leaf at third node,2.798500104,4.052159918
139,1301,1963,North America,mainland,NA,NA,NA,NA,1,28.377,10,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA,3.345578958,5.327006664
140,1301,1963,North America,mainland,NA,NA,NA,NA,2,37.507,14,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA,3.624527582,6.124295878
142,1305,1963,North America,mainland,NA,NA,NA,NA,1,13.91,13,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,NA,Coordinates for Zacapa,leaf at first node,2.632608006,3.72961124
143,1305,1963,North America,mainland,NA,NA,NA,NA,2,13.531,10,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,NA,Coordinates for Zacapa,NA,2.604983349,3.678450761
144,6350,1909,North America,mainland,NA,NA,NA,NA,1,22.466,12,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,NA,3.112003055,4.739831221
146,6350,1909,North America,mainland,NA,NA,NA,NA,3,29.633,NA,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,difficult to count leaflets,3.388888605,5.443620119
147,24368,1922,North America,mainland,NA,NA,NA,NA,1,20.493,14,Guatemala,Dept. Izabal,Vicinity of Los Amates,15.2548322,-89.0977907,18.2528,HUH,24-May,Paul C. Standle,24368,NA,leaf at third node,3.020083364,4.526919482
148,578754,1905,North America,mainland,NA,NA,NA,NA,1,23.037,12,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,NA,1 leaf down the flower,3.137101619,4.79968749
149,578754,1905,North America,mainland,NA,NA,NA,NA,2,13.799,12,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,NA,NA,2.624596126,3.714700526
150,579634,1909,North America,mainland,NA,NA,NA,NA,1,9.833,8,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA,2.285744076,3.135761471
151,579634,1909,North America,mainland,NA,NA,NA,NA,2,9.714,8,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA,2.273568144,3.116729055
152,579634,1909,North America,mainland,NA,NA,NA,NA,3,25.375,14,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,1 leaf down the flower,3.233764437,5.03736042
153,1150010,1922,North America,mainland,NA,NA,NA,NA,1,16.684,12,Guatemala,Izabal,"Vicinity of Los Amates, Departamento de Izabal, on sand bars along the Río Motagua.",15.163074,-89.067509,21.2513,Smithsonian,24-May-22,"Standley, P. C.",24368,NA,NA,2.814450176,4.084605244
154,2442210,1908,North America,mainland,NA,NA,NA,NA,1,37.179,14,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA,3.615744086,6.097458487
155,2442210,1908,North America,mainland,NA,NA,NA,NA,2,26.04,14,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA,3.259633817,5.102940329
156,2442210,1908,North America,mainland,NA,NA,NA,NA,3,39.15,16,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA,3.667400422,6.256996084
157,2619227,1969,North America,mainland,NA,NA,NA,NA,1,20.125,14,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalía, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,NA,1 leaf down the flower,3.001962823,4.486089611
158,2619227,1969,North America,mainland,NA,NA,NA,NA,2,19.088,14,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalía, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,NA,NA,2.949059865,4.368981575
159,2619231,1969,North America,mainland,NA,NA,NA,NA,1,10.712,10,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,NA,NA,2.371364608,3.272919186
160,2619231,1969,North America,mainland,NA,NA,NA,NA,2,24.611,16,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,NA,NA,3.203193497,4.96094749
161,2707653,1972,North America,mainland,NA,NA,NA,NA,1,39.838,14,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Río Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,NA,NA,3.684821231,6.311735102
162,2707653,1972,North America,mainland,NA,NA,NA,NA,2,50.002,16,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Río Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,NA,1 leaf down the flower,3.912063005,7.071209232
163,2734873,1971,North America,mainland,NA,NA,NA,NA,1,23.23,12,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA,3.145444547,4.819751031
164,2734873,1971,North America,mainland,NA,NA,NA,NA,2,23.946,14,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA,3.175801295,4.89346503
165,2734873,1971,North America,mainland,NA,NA,NA,NA,3,15.044,10,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA,2.710979241,3.878659562
166,2748936,1971,North America,mainland,NA,NA,NA,NA,1,32.325,14,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,NA,NA,3.475840925,5.685507893
167,2748936,1971,North America,mainland,NA,NA,NA,NA,2,43.223,14,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,NA,NA,3.766372761,6.574420127
168,09.15.43 73,1993,North America,mainland,NA,NA,NA,NA,1,32.713,14,Guatemala,Dept. Zacapa,Between Teculután and Rio Hondo on the edge of the road.,15.0055634,-89.6278001,18.2528,HUH,7-Aug,"J.J Castillo, Ernesto Medinilla",NA,Coordinates estimated based on between two locations,leaf at first node,3.487772552,5.719527953
169,3539,1920,North America,island,other,Greater Antilles,NA,NA,1,25.34,17,Haiti,NA,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,NA,NA,3.232384175,5.033885179
170,3539,1920,North America,island,other,Greater Antilles,NA,NA,2,26.344,18,Haiti,NA,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,NA,NA,3.271240545,5.132640646
171,794283,1917,North America,island,other,Hispaniola,NA,NA,1,33.583,12,Haiti,Óuest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,NA,NA,3.514019987,5.795084124
172,794283,1917,North America,island,other,Hispaniola,NA,NA,2,33.343,14,Haiti,Óuest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,NA,NA,3.506847855,5.774339789
173,1075012,1920,North America,island,other,Hispaniola,NA,NA,1,43.469,14,Haiti,NA,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,NA,NA,3.77204804,6.593102456
174,1075012,1920,North America,island,other,Hispaniola,NA,NA,2,34.187,10,Haiti,NA,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,NA,NA,3.531845455,5.846965025
175,1148317,1925,North America,island,other,Hispaniola,NA,NA,1,38.1,14,Haiti,NA,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,NA,NA,3.640214282,6.172519745
176,1148317,1925,North America,island,other,Hispaniola,NA,NA,2,43.944,16,Haiti,NA,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,NA,1 leaf down the flower,3.782916096,6.629027078
177,1167737,1923,North America,island,other,Hispaniola,NA,NA,1,27.967,14,Haiti,NA,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,NA,NA,3.331025244,5.288383496
178,1167737,1923,North America,island,other,Hispaniola,NA,NA,2,24.767,14,Haiti,NA,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,NA,1 leaf down the flower,3.209512122,4.976645457
179,1302171,1925,North America,island,other,Hispaniola,NA,NA,1,15.918,14,Haiti,NA,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,NA,NA,2.767450544,3.989736833
180,1302171,1925,North America,island,other,Hispaniola,NA,NA,2,18.589,12,Haiti,NA,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,NA,NA,2.922570008,4.31149626
181,1303628,1927,North America,island,other,Hispaniola,NA,NA,1,60.925,16,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,4.1096436,7.805446816
182,1303628,1927,North America,island,other,Hispaniola,NA,NA,2,40.638,14,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,3.704703589,6.374794114
183,1303628,1927,North America,island,other,Hispaniola,NA,NA,3,33.629,16,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,3.51538879,5.799051647
184,1450165,1928,North America,island,other,Hispaniola,NA,NA,1,31.828,14,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,3.460346406,5.64163097
185,1450165,1928,North America,island,other,Hispaniola,NA,NA,2,37.097,12,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,3.613536104,6.090730662
186,1450165,1928,North America,island,other,Hispaniola,NA,NA,3,23.456,10,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,3.155126326,4.843139478
187,1450803,1929,North America,island,other,Hispaniola,NA,NA,1,13.183,10,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Sandy beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,13-Jan-29,"Leonard, E. C.; Leonard, G. M.",11939,NA,NA,2.578928121,3.630840123
