ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaflet_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaflet_length_log,leaflet_length_sqr
100,09.17.31 90,1860,North America,island,other,NA,NA,NA,3,8.399,15,Cuba,NA,NA,21.5152501,-79.5630001,18.2528,HUH,NA,C. Wright,NA,Coordinates for cuba as a whole due to no specific location or area on island,"leaf at first node- only one available, no other leaves",2.128112651,2.898102828
101,22,1921,North America,island,other,Greater Antilles,NA,NA,1,4.854,15,Dominican Republic,San Cristóbal,Haina,18.4135494,-70.032562,18.2528,HUH,23-Mar,James A. Faris,22,NA,NA,1.579803107,2.203179521
102,204,1970,North America,island,other,Greater Antilles ,NA,NA,1,13.006,18,Dominican Republic,Pedernales ,On roadside or in temporary catch basin,17.95,-71.583333,18.2528,HUH,17-Jan,J. Terborgh,204,Provided with DDM coordinates,"leaf segmented from stem, but can see attachment point",2.565410789,3.60638323
103,3902,1913,North America,island,other,Greater Antilles,NA,NA,1,9.391,16,Dominican Republic,Azua,Santo Domingo,18.4800424,-69.94688,18.2528,HUH,Mar,"J.N Rose, WM. R Fitch, Paul G. Russel",3902,NA,NA,2.239751784,3.064473854
104,8414,1946,North America,island,other,Greater Antilles,NA,NA,1,8.255,14,Dominican Republic,Barahona,Common of gardens and lawns (city of Barahona),18.2101516,-71.1032312,18.2528,HUH,17-Aug,"R.A Howard, E.S Howard",8414,NA,NA,2.110819077,2.87315158
105,8414,1946,North America,island,other,Greater Antilles,NA,NA,2,8.314,14,Dominican Republic,Barahona,Common of gardens and lawns (city of Barahona),18.2101516,-71.1032312,18.2528,HUH,17-Aug,"R.A Howard, E.S Howard",8414,NA,NA,2.117940841,2.88340077
106,8414,1946,North America,island,other,Greater Antilles,NA,NA,3,7.188,15,Dominican Republic,Barahona,Common of gardens and lawns (city of Barahona),18.2101516,-71.1032312,18.2528,HUH,17-Aug,"R.A Howard, E.S Howard",8414,NA,NA,1.972412969,2.681044573
107,9565,1946,North America,island,other,Greater Antilles ,NA,NA,1,9.171,16,Dominican Republic,Monte Cristi,"In thorn shrub area, near Yaque Del Norte River S of Monte Cristi",19.8452355,-71.6446352,18.2528,HUH,23-Oct,"R.A Howard, E.S Howard",9565,Monte Cristi capital,NA,2.216046332,3.028365896
108,760038,1913,North America,island,other,Hispaniola,NA,NA,1,7.071,16,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA,1.956001913,2.659135198
109,760038,1913,North America,island,other,Hispaniola,NA,NA,2,8.572,8,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA,2.148501078,2.927797807
110,760038,1913,North America,island,other,Hispaniola,NA,NA,3,9.47,18,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA,2.248128907,3.077336511
111,1078125,1921,North America,island,other,Hispaniola,NA,NA,1,7.907,16,Dominican Republic,San Cristóbal,Haina.,18.417865,-70.032734,21.2513,Smithsonian,23-Mar-21,"Faris, J. A.",22,NA,NA,2.067748443,2.811938833
112,1078844,1921,North America,island,other,Hispaniola,NA,NA,1,12.169,16,Dominican Republic,Montecristi,Guayubín.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA,2.498891734,3.48840938
113,1078844,1921,North America,island,other,Hispaniola,NA,NA,2,10.864,16,Dominican Republic,Montecristi,Guayubín.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA,2.385454571,3.296058252
114,1078844,1921,North America,island,other,Hispaniola,NA,NA,3,10.556,16,Dominican Republic,Montecristi,Guayubín.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA,2.356694419,3.248999846
115,1079494,1922,North America,island,other,Hispaniola,NA,NA,1,4.809,14,Dominican Republic,NA,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA,1.570489162,2.192943228
116,1079494,1922,North America,island,other,Hispaniola,NA,NA,2,5.391,16,Dominican Republic,NA,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA,1.684730896,2.321852709
117,1079494,1922,North America,island,other,Hispaniola,NA,NA,3,7.353,16,Dominican Republic,NA,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA,1.995108393,2.711641569
118,1478789,1931,North America,island,other,Hispaniola,NA,NA,1,6.902,16,Dominican Republic,Montecristi,Monte Cristy. Distr. of Monte Cristy.,19.847495,-71.64249,21.2513,Smithsonian,20-Mar-31,"Valeur, E. J.",621,NA,NA,1.931811225,2.627165773
119,1479819,1930,North America,island,other,Hispaniola,NA,NA,1,13.436,16,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA,2.597937672,3.665514971
120,1479819,1930,North America,island,other,Hispaniola,NA,NA,2,11.008,14,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA,2.398622281,3.317830617
121,1479819,1930,North America,island,other,Hispaniola,NA,NA,3,8.771,8,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA,2.171450825,2.961587412
122,2111030,1946,North America,island,other,Hispaniola,NA,NA,1,7.091,16,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA,1.958826374,2.662893163
123,2111030,1946,North America,island,other,Hispaniola,NA,NA,2,8.96,14,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA,2.192770227,2.993325909
124,2111030,1946,North America,island,other,Hispaniola,NA,NA,3,6.786,16,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA,1.914861666,2.604995202
125,1256,1963,North America,mainland,NA,NA,NA,NA,1,10.879,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,leaf at first node,2.386834325,3.298332912
126,1256,1963,North America,mainland,NA,NA,NA,NA,2,10.308,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA,2.332920293,3.210607419
127,1256,1963,North America,mainland,NA,NA,NA,NA,3,10.164,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA,2.318852065,3.188102884
128,25870,1963,North America,mainland,NA,NA,NA,NA,1,8.102,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,NA,NA,NA,2.092110945,2.846401237
129,25870,1963,North America,mainland,NA,NA,NA,NA,2,9.618,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,NA,NA,leaf at first node,2.263636343,3.101290054
130,655092,1895,North America,island,other,Marie Galante,NA,NA,1,6.978,8,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,Apr 1895,"Duss, Père A.",3645,NA,NA,1.942762343,2.64159043
131,846898,1895,North America,island,other,Marie Galante,NA,NA,1,9.948,14,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,1895,"Duss, Père A.",3645,NA,NA,2.297371526,3.154045022
132,846898,1895,North America,island,other,Marie Galante,NA,NA,2,7.046,11,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,1895,"Duss, Père A.",3645,NA,NA,1.95246008,2.654430259
133,1557881,1935,North America,island,other,Marie Galante,NA,NA,1,12.012,12,Guadeloupe,NA,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,NA,NA,2.48590615,3.465833233
134,1557881,1935,North America,island,other,Marie Galante,NA,NA,2,12.904,12,Guadeloupe,NA,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,NA,NA,2.557537341,3.592213802
135,1781684,1939,North America,island,other,Marie Galante,NA,NA,1,8.909,12,Guadeloupe,NA,NA,15.923992,-61.257225,21.2513,Smithsonian,9-Dec-39,"Questel, A.",1462,NA,NA,2.187062002,2.9847948
136,225,1905,North America,mainland,NA,NA,NA,NA,1,4.158,13,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,leaf at first node,1.425034189,2.039117456
137,225,1905,North America,mainland,NA,NA,NA,NA,2,4.536,12,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,NA,1.512045566,2.129788722
138,225,1905,North America,mainland,NA,NA,NA,NA,3,4.101,14,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,leaf at third node,1.411230846,2.02509259
139,1301,1963,North America,mainland,NA,NA,NA,NA,1,9.885,10,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA,2.291018457,3.144041984
140,1301,1963,North America,mainland,NA,NA,NA,NA,2,10.499,14,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA,2.351280015,3.240216042
141,1301,1963,North America,mainland,NA,NA,NA,NA,3,7.115,6,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA,1.962205232,2.667395734
142,1305,1963,North America,mainland,NA,NA,NA,NA,1,4.155,13,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,NA,Coordinates for Zacapa,leaf at first node,1.424312428,2.038381711
143,1305,1963,North America,mainland,NA,NA,NA,NA,2,4.499,10,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,NA,Coordinates for Zacapa,NA,1.50385515,2.121084628
144,6350,1909,North America,mainland,NA,NA,NA,NA,1,8.268,12,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,NA,2.112392642,2.875413014
145,6350,1909,North America,mainland,NA,NA,NA,NA,2,6.976,14,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,leaf at third node- end of stem hidden,1.942475687,2.641211843
146,6350,1909,North America,mainland,NA,NA,NA,NA,3,9.477,NA,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,difficult to count leaflets,2.24886781,3.078473648
147,24368,1922,North America,mainland,NA,NA,NA,NA,1,6.221,14,Guatemala,Dept. Izabal,Vicinity of Los Amates,15.2548322,-89.0977907,18.2528,HUH,24-May,Paul C. Standle,24368,NA,leaf at third node,1.827930666,2.494193256
148,578754,1905,North America,mainland,NA,NA,NA,NA,1,6.242,12,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,NA,1 leaf down the flower,1.831300644,2.498399488
149,578754,1905,North America,mainland,NA,NA,NA,NA,2,5.294,12,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,NA,NA,1.666574104,2.300869401
150,579634,1909,North America,mainland,NA,NA,NA,NA,1,5.695,8,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA,1.739588597,2.386419913
151,579634,1909,North America,mainland,NA,NA,NA,NA,2,5.139,8,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA,1.636858508,2.266936258
152,579634,1909,North America,mainland,NA,NA,NA,NA,3,6.979,14,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,1 leaf down the flower,1.94290564,2.641779703
153,1150010,1922,North America,mainland,NA,NA,NA,NA,1,5.644,12,Guatemala,Izabal,"Vicinity of Los Amates, Departamento de Izabal, on sand bars along the Río Motagua.",15.163074,-89.067509,21.2513,Smithsonian,24-May-22,"Standley, P. C.",24368,NA,NA,1.730593034,2.37571042
154,2442210,1908,North America,mainland,NA,NA,NA,NA,1,10.628,14,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA,2.363492028,3.260061349
155,2442210,1908,North America,mainland,NA,NA,NA,NA,2,10.666,14,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA,2.367061112,3.26588426
156,2442210,1908,North America,mainland,NA,NA,NA,NA,3,9.685,16,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA,2.270578297,3.112073264
157,2619227,1969,North America,mainland,NA,NA,NA,NA,1,5.52,14,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalía, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,NA,1 leaf down the flower,1.70837786,2.349468025
158,2619227,1969,North America,mainland,NA,NA,NA,NA,2,6.095,14,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalía, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,NA,NA,1.807468763,2.468805379
159,2619231,1969,North America,mainland,NA,NA,NA,NA,1,5.046,10,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,NA,NA,1.61859585,2.246330341
160,2619231,1969,North America,mainland,NA,NA,NA,NA,2,7.249,16,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,NA,NA,1.980863528,2.692396702
161,2707653,1972,North America,mainland,NA,NA,NA,NA,1,11.151,14,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Río Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,NA,NA,2.41152918,3.339311306
162,2707653,1972,North America,mainland,NA,NA,NA,NA,2,11.85,16,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Río Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,NA,1 leaf down the flower,2.472327868,3.442382896
163,2734873,1971,North America,mainland,NA,NA,NA,NA,1,8.671,12,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA,2.159984124,2.944656177
164,2734873,1971,North America,mainland,NA,NA,NA,NA,2,7.347,14,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA,1.994292067,2.710535003
165,2734873,1971,North America,mainland,NA,NA,NA,NA,3,4.783,10,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA,1.565067965,2.187007087
166,2748936,1971,North America,mainland,NA,NA,NA,NA,1,9.24,14,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,NA,NA,2.223541886,3.039736831
167,2748936,1971,North America,mainland,NA,NA,NA,NA,2,8.4,14,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,NA,NA,2.128231706,2.898275349
168,09.15.43 73,1993,North America,mainland,NA,NA,NA,NA,1,7.485,14,Guatemala,Dept. Zacapa,Between Teculután and Rio Hondo on the edge of the road.,15.0055634,-89.6278001,18.2528,HUH,7-Aug,"J.J Castillo, Ernesto Medinilla",NA,Coordinates estimated based on between two locations,leaf at first node,2.012901018,2.735872804
169,3539,1920,North America,island,other,Greater Antilles,NA,NA,1,5.733,17,Haiti,NA,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,NA,NA,1.746238954,2.394368393
170,3539,1920,North America,island,other,Greater Antilles,NA,NA,2,6.53,18,Haiti,NA,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,NA,NA,1.876406943,2.555386468
171,794283,1917,North America,island,other,Hispaniola,NA,NA,1,8.742,12,Haiti,Óuest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,NA,NA,2.168138996,2.956687336
172,794283,1917,North America,island,other,Hispaniola,NA,NA,2,8.186,14,Haiti,Óuest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,NA,NA,2.102425378,2.861118662
173,1075012,1920,North America,island,other,Hispaniola,NA,NA,1,15.032,14,Haiti,NA,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,NA,NA,2.710181262,3.877112327
174,1075012,1920,North America,island,other,Hispaniola,NA,NA,2,11.98,10,Haiti,NA,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,NA,NA,2.483238593,3.46121366
175,1148317,1925,North America,island,other,Hispaniola,NA,NA,1,9.471,14,Haiti,NA,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,NA,NA,2.248234498,3.077498985
176,1148317,1925,North America,island,other,Hispaniola,NA,NA,2,11.115,16,Haiti,NA,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,NA,1 leaf down the flower,2.408295547,3.333916616
177,1167737,1923,North America,island,other,Hispaniola,NA,NA,1,8.755,14,Haiti,NA,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,NA,NA,2.169624966,2.958884925
178,1167737,1923,North America,island,other,Hispaniola,NA,NA,2,6.772,14,Haiti,NA,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,NA,1 leaf down the flower,1.912796464,2.602306669
179,1302171,1925,North America,island,other,Hispaniola,NA,NA,1,4.486,14,Haiti,NA,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,NA,NA,1.500961436,2.118017941
180,1302171,1925,North America,island,other,Hispaniola,NA,NA,2,4.595,12,Haiti,NA,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,NA,NA,1.524968756,2.143595111
181,1303628,1927,North America,island,other,Hispaniola,NA,NA,1,13.473,16,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,2.600687683,3.670558541
182,1303628,1927,North America,island,other,Hispaniola,NA,NA,2,11.374,14,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,2.431330049,3.372536138
183,1303628,1927,North America,island,other,Hispaniola,NA,NA,3,8.535,16,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,2.144175356,2.921472232
184,1450165,1928,North America,island,other,Hispaniola,NA,NA,1,10.245,14,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,2.326789782,3.200781155
185,1450165,1928,North America,island,other,Hispaniola,NA,NA,2,11.801,12,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,2.468184274,3.43525836
186,1450165,1928,North America,island,other,Hispaniola,NA,NA,3,5.673,10,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,1.735718078,2.381806037
